,col_room_number,col_region,col_area,col_price,col_price_sq_m,col_floor,col_layout,flat_type,city_area,premises_area,floor,floor_tot,layout,status,price
1391,1-комн.,"Ленинский р-н, Машиностроителей, 35",22.00 м 2,2 185 000 руб.,99 318 руб./м2,1 эт. из 19,"Ленинский р-н, Машиностроителей, 35
Планировка: студия
Готовое",1_room_ap,Leninsky,22.0,1,19,studio,finished,25406.976744186046
1392,2-комн.,"Свердловский р-н, Судостроительная, 25д",54.00 м 2,5 090 000 руб.,94 259 руб./м2,7 эт. из 15,"Свердловский р-н, Судостроительная, 25д
Планировка: новая
Готовое",2_room_ap,Sverdlovsky,54.0,7,15,new,finished,59186.04651162791
1393,1-комн.,"Ленинский р-н, Машиностроителей, 35",22.10 м 2,2 169 000 руб.,98 145 руб./м2,10 эт. из 19,"Ленинский р-н, Машиностроителей, 35
Планировка: студия
Готовое",1_room_ap,Leninsky,22.1,10,19,studio,finished,25220.93023255814
1394,1-комн.,"Ленинский р-н, Машиностроителей, 35",22.40 м 2,2 179 000 руб.,97 277 руб./м2,8 эт. из 19,"Ленинский р-н, Машиностроителей, 35
Планировка: студия
Готовое",1_room_ap,Leninsky,22.4,8,19,studio,finished,25337.20930232558
1395,2-комн.,"Советский р-н, Воронова, 21",52.20 м 2,5 500 000 руб.,105 364 руб./м2,7 эт. из 9,"Советский р-н, Воронова, 21
Планировка: новая
Готовое",2_room_ap,Sovietskiy,52.2,7,9,new,finished,63953.48837209302
1397,2-комн.,"Советский р-н, Соколовская, 54",58.70 м 2,4 990 000 руб.,85 009 руб./м2,3 эт. из 15,"Советский р-н, Соколовская, 54
Планировка: новая
Готовое",2_room_ap,Sovietskiy,58.7,3,15,new,finished,58023.25581395349
1398,4-комн.,"Советский р-н, Преображенский, 5",130.82 м 2,12 250 000 руб.,93 640 руб./м2,12 эт. из 15,"Советский р-н, Преображенский, 5
Планировка: новая
Готовое",4_room_ap,Sovietskiy,130.82,12,15,new,finished,142441.86046511628
1399,2-комн.,"Советский р-н, Спандаряна, 1",58.70 м 2,6 360 000 руб.,108 348 руб./м2,5 эт. из 17,"Советский р-н, Спандаряна, 1
Планировка: новая
Строится",2_room_ap,Sovietskiy,58.7,5,17,new,under_construction,73953.48837209302
1400,2-комн.,"Советский р-н, Спандаряна, 1",57.70 м 2,6 150 000 руб.,106 586 руб./м2,10 эт. из 17,"Советский р-н, Спандаряна, 1
Планировка: новая
Строится",2_room_ap,Sovietskiy,57.7,10,17,new,under_construction,71511.62790697675
1401,2-комн.,"Советский р-н, Спандаряна, 1",53.90 м 2,5 750 000 руб.,106 679 руб./м2,15 эт. из 17,"Советский р-н, Спандаряна, 1
Планировка: новая
Строится",2_room_ap,Sovietskiy,53.9,15,17,new,under_construction,66860.46511627907
1402,1-комн.,"Советский р-н, Спандаряна, 1",43.80 м 2,5 100 000 руб.,116 438 руб./м2,9 эт. из 17,"Советский р-н, Спандаряна, 1
Планировка: новая
Строится",1_room_ap,Sovietskiy,43.8,9,17,new,under_construction,59302.32558139535
1403,1-комн.,"Советский р-н, Спандаряна, 1",42.30 м 2,4 900 000 руб.,115 839 руб./м2,1 эт. из 17,"Советский р-н, Спандаряна, 1
Планировка: новая
Строится",1_room_ap,Sovietskiy,42.3,1,17,new,under_construction,56976.74418604651
1404,1-комн.,"Советский р-н, Спандаряна, 1",42.10 м 2,4 630 000 руб.,109 976 руб./м2,1 эт. из 17,"Советский р-н, Спандаряна, 1
Планировка: новая
Строится",1_room_ap,Sovietskiy,42.1,1,17,new,under_construction,53837.20930232558
1405,1-комн.,"Советский р-н, Спандаряна, 1",36.60 м 2,4 230 000 руб.,115 574 руб./м2,1 эт. из 17,"Советский р-н, Спандаряна, 1
Планировка: новая
Строится",1_room_ap,Sovietskiy,36.6,1,17,new,under_construction,49186.04651162791
1406,1-комн.,"Советский р-н, Октябрьская, 16",28.40 м 2,4 600 000 руб.,161 972 руб./м2,13 эт. из 23,"Советский р-н, Октябрьская, 16
Планировка: новая
Готовое",1_room_ap,Sovietskiy,28.4,13,23,new,finished,53488.37209302326
1407,2-комн.,"Советский р-н, Преображенский, 12",61.01 м 2,4 950 000 руб.,81 134 руб./м2,15 эт. из 25,"Советский р-н, Преображенский, 12
Планировка: новая
Строится",2_room_ap,Sovietskiy,61.01,15,25,new,under_construction,57558.13953488372
1408,3-комн.,"Свердловский р-н, Алёши Тимошенкова, 131",66.70 м 2,4 990 000 руб.,74 813 руб./м2,7 эт. из 10,"Свердловский р-н, Алёши Тимошенкова, 131
Планировка: новая
Готовое",3_room_ap,Sverdlovsky,66.7,7,10,new,finished,58023.25581395349
1409,Гостин.,"Ленинский р-н, Крылова, 10",14.00 м 2,1 250 000 руб.,89 286 руб./м2,3 эт. из 5,"Ленинский р-н, Крылова, 10
Планировка: гостинка
Готовое",small_family_ap,Leninsky,14.0,3,5,small_family_ap,finished,14534.883720930233
1410,3-комн.,"Кировский р-н, Щорса, 71",59.60 м 2,5 250 000 руб.,88 087 руб./м2,2 эт. из 5,"Кировский р-н, Щорса, 71
Планировка: ленинградка
Готовое",3_room_ap,Kirovsky,59.6,2,5,leningradka,finished,61046.51162790698
1411,1-комн.,"Советский р-н, Партизана Железняка, 63",41.00 м 2,4 700 000 руб.,114 634 руб./м2,15 эт. из 15,"Советский р-н, Партизана Железняка, 63
Планировка: новая
Готовое",1_room_ap,Sovietskiy,41.0,15,15,new,finished,54651.16279069767
1412,2-комн.,"Ленинский р-н, Северный, 6",54.00 м 2,6 600 000 руб.,122 222 руб./м2,9 эт. из 10,"Ленинский р-н, Северный, 6
Планировка: новая
Готовое",2_room_ap,Leninsky,54.0,9,10,new,finished,76744.18604651163
1413,1-комн.,"Кировский р-н, Щербакова, 23а",32.00 м 2,3 600 000 руб.,112 500 руб./м2,2 эт. из 10,"Кировский р-н, Щербакова, 23а
Планировка: новая
Готовое",1_room_ap,Kirovsky,32.0,2,10,new,finished,41860.46511627907
1414,2-комн.,"Советский р-н, 78 Добровольческой Бригады, 26",62.60 м 2,8 500 000 руб.,135 783 руб./м2,7 эт. из 10,"Советский р-н, 78 Добровольческой Бригады, 26
Планировка: новая
Готовое",2_room_ap,Sovietskiy,62.6,7,10,new,finished,98837.20930232559
1415,1-комн.,"Советский р-н, Воронова, 14и",47.90 м 2,5 750 000 руб.,120 042 руб./м2,7 эт. из 15,"Советский р-н, Воронова, 14и
Планировка: новая
Готовое",1_room_ap,Sovietskiy,47.9,7,15,new,finished,66860.46511627907
1417,1-комн.,"Советский р-н, 9 Мая, 10",40.10 м 2,4 950 000 руб.,123 441 руб./м2,8 эт. из 10,"Советский р-н, 9 Мая, 10
Планировка: новая
Готовое",1_room_ap,Sovietskiy,40.1,8,10,new,finished,57558.13953488372
1418,1-комн.,"Советский р-н, Краснодарская, 40/5",29.00 м 2,4 350 000 руб.,150 000 руб./м2,16 эт. из 17,"Советский р-н, Краснодарская, 40/5
Планировка: новая
Готовое",1_room_ap,Sovietskiy,29.0,16,17,new,finished,50581.395348837206
1419,1-комн.,"Советский р-н, Комсомольский, 22/2",50.00 м 2,4 500 000 руб.,90 000 руб./м2,3 эт. из 18,"Советский р-н, Комсомольский, 22/2
Планировка: новая
Готовое",1_room_ap,Sovietskiy,50.0,3,18,new,finished,52325.58139534884
1420,Гостин.,"Советский р-н, Устиновича, 28",14.00 м 2,1 450 000 руб.,103 571 руб./м2,1 эт. из 5,"Советский р-н, Устиновича, 28
Планировка: гостинка
Готовое",small_family_ap,Sovietskiy,14.0,1,5,small_family_ap,finished,16860.46511627907
1421,1-комн.,"Ленинский р-н, Машиностроителей, 35",21.70 м 2,2 155 000 руб.,99 309 руб./м2,1 эт. из 19,"Ленинский р-н, Машиностроителей, 35
Планировка: студия
Готовое",1_room_ap,Leninsky,21.7,1,19,studio,finished,25058.13953488372
1422,1-комн.,"Ленинский р-н, Машиностроителей, 35",21.70 м 2,2 145 000 руб.,98 848 руб./м2,1 эт. из 19,"Ленинский р-н, Машиностроителей, 35
Планировка: студия
Готовое",1_room_ap,Leninsky,21.7,1,19,studio,finished,24941.86046511628
1423,3-комн.,"Советский р-н, 40 лет Победы, 37",72.90 м 2,5 600 000 руб.,76 818 руб./м2,1 эт. из 10,"Советский р-н, 40 лет Победы, 37
Планировка: новая
Готовое",3_room_ap,Sovietskiy,72.9,1,10,new,finished,65116.27906976744
1424,Комнат.,"Железнодорожный р-н, Северо-Енисейская, 48",11.80 м 2,850 000 руб.,72 034 руб./м2,4 эт. из 9,"Железнодорожный р-н, Северо-Енисейская, 48
Планировка: комната в общежитии
Готовое",room,Zheleznodorozhniy,11.8,4,9,dorm_room,finished,9883.720930232557
1425,1-комн.,"Ленинский р-н, Глинки, 1а",19.90 м 2,1 000 000 руб.,50 251 руб./м2,2 эт. из 2,"Ленинский р-н, Глинки, 1а
Планировка: студия
Готовое",1_room_ap,Leninsky,19.9,2,2,studio,finished,11627.906976744185
1426,1-комн.,"Советский р-н, Партизана Железняка, 63",37.00 м 2,4 700 000 руб.,127 027 руб./м2,14 эт. из 15,"Советский р-н, Партизана Железняка, 63
Планировка: новая
Готовое",1_room_ap,Sovietskiy,37.0,14,15,new,finished,54651.16279069767
1427,1-комн.,"Советский р-н, Соколовская, 72а",40.00 м 2,3 950 000 руб.,98 750 руб./м2,15 эт. из 17,"Советский р-н, Соколовская, 72а
Планировка: новая
Готовое",1_room_ap,Sovietskiy,40.0,15,17,new,finished,45930.232558139534
1428,1-комн.,"Советский р-н, Соколовская, 80а",44.40 м 2,3 850 000 руб.,86 712 руб./м2,4 эт. из 17,"Советский р-н, Соколовская, 80а
Планировка: новая
Готовое",1_room_ap,Sovietskiy,44.4,4,17,new,finished,44767.441860465115
1429,3-комн.,"Ленинский р-н, 2-я Краснофлотская, 18",75.10 м 2,5 100 000 руб.,67 909 руб./м2,6 эт. из 9,"Ленинский р-н, 2-я Краснофлотская, 18
Планировка: улучшенная
Готовое",3_room_ap,Leninsky,75.1,6,9,improved,finished,59302.32558139535
1430,2-комн.,"Центральный р-н, Дмитрия Мартынова, 21",36.00 м 2,5 100 000 руб.,141 667 руб./м2,2 эт. из 14,"Центральный р-н, Дмитрия Мартынова, 21
Планировка: новая
Готовое",2_room_ap,Central,36.0,2,14,new,finished,59302.32558139535
1431,2-комн.,"Центральный р-н, Северное, 48а",62.50 м 2,4 600 000 руб.,73 600 руб./м2,1 эт. из 9,"Центральный р-н, Северное, 48а
Планировка: новая
Готовое",2_room_ap,Central,62.5,1,9,new,finished,53488.37209302326
1432,4-комн.,"Советский р-н, Металлургов, 55а",82.00 м 2,7 100 000 руб.,86 585 руб./м2,8 эт. из 10,"Советский р-н, Металлургов, 55а
Планировка: новая
Готовое",4_room_ap,Sovietskiy,82.0,8,10,new,finished,82558.13953488372
1433,2-комн.,"Ленинский р-н, Одесская, 5",47.00 м 2,3 300 000 руб.,70 213 руб./м2,5 эт. из 5,"Ленинский р-н, Одесская, 5
Планировка: хрущевка
Готовое",2_room_ap,Leninsky,47.0,5,5,khrushchevka,finished,38372.09302325582
1434,1-комн.,"Центральный р-н, Чернышевского, 81",47.40 м 2,5 130 000 руб.,108 228 руб./м2,20 эт. из 25,"Центральный р-н, Чернышевского, 81
Планировка: новая
Готовое",1_room_ap,Central,47.4,20,25,new,finished,59651.16279069767
1435,1-комн.,"Свердловский р-н, Александра Матросова, 2",33.46 м 2,3 546 760 руб.,106 000 руб./м2,8 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",1_room_ap,Sverdlovsky,33.46,8,20,new,under_construction,41241.395348837206
1436,3-комн.,"Свердловский р-н, Александра Матросова, 2",54.08 м 2,5 732 480 руб.,106 000 руб./м2,7 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",3_room_ap,Sverdlovsky,54.08,7,20,new,under_construction,66656.74418604652
1437,3-комн.,"Свердловский р-н, Александра Матросова, 2",54.08 м 2,5 732 480 руб.,106 000 руб./м2,4 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",3_room_ap,Sverdlovsky,54.08,4,20,new,under_construction,66656.74418604652
1439,2-комн.,"Свердловский р-н, Александра Матросова, 2",45.18 м 2,4 789 080 руб.,106 000 руб./м2,9 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",2_room_ap,Sverdlovsky,45.18,9,20,new,under_construction,55686.976744186046
1440,3-комн.,"Свердловский р-н, Александра Матросова, 2",63.05 м 2,6 683 300 руб.,106 000 руб./м2,10 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",3_room_ap,Sverdlovsky,63.05,10,20,new,under_construction,77712.79069767441
1441,3-комн.,"Свердловский р-н, Александра Матросова, 2",63.05 м 2,6 683 300 руб.,106 000 руб./м2,4 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",3_room_ap,Sverdlovsky,63.05,4,20,new,under_construction,77712.79069767441
1442,3-комн.,"Свердловский р-н, Александра Матросова, 2",58.01 м 2,6 149 060 руб.,106 000 руб./м2,15 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",3_room_ap,Sverdlovsky,58.01,15,20,new,under_construction,71500.69767441861
1443,3-комн.,"Свердловский р-н, Александра Матросова, 2",54.08 м 2,5 732 480 руб.,106 000 руб./м2,10 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",3_room_ap,Sverdlovsky,54.08,10,20,new,under_construction,66656.74418604652
1444,4-комн.,"Свердловский р-н, Александра Матросова, 2",80.63 м 2,8 546 780 руб.,106 000 руб./м2,8 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",4_room_ap,Sverdlovsky,80.63,8,20,new,under_construction,99381.16279069768
1445,1-комн.,"Свердловский р-н, Александра Матросова, 1",36.16 м 2,3 832 960 руб.,106 000 руб./м2,17 эт. из 20,"Свердловский р-н, Александра Матросова, 1
Планировка: новая
Строится",1_room_ap,Sverdlovsky,36.16,17,20,new,under_construction,44569.3023255814
1446,1-комн.,"Свердловский р-н, Александра Матросова, 2",33.46 м 2,3 546 760 руб.,106 000 руб./м2,4 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",1_room_ap,Sverdlovsky,33.46,4,20,new,under_construction,41241.395348837206
1447,1-комн.,"Свердловский р-н, Александра Матросова, 2",35.20 м 2,3 731 200 руб.,106 000 руб./м2,6 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",1_room_ap,Sverdlovsky,35.2,6,20,new,under_construction,43386.04651162791
1448,1-комн.,"Свердловский р-н, Александра Матросова, 2",33.46 м 2,3 546 760 руб.,106 000 руб./м2,6 эт. из 20,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",1_room_ap,Sverdlovsky,33.46,6,20,new,under_construction,41241.395348837206
1449,2-комн.,"Свердловский р-н, Александра Матросова, 1",36.85 м 2,3 906 100 руб.,106 000 руб./м2,2 эт. из 20,"Свердловский р-н, Александра Матросова, 1
Планировка: студия
Строится",2_room_ap,Sverdlovsky,36.85,2,20,studio,under_construction,45419.767441860466
1450,1-комн.,"Октябрьский р-н, Норильская, 50",33.10 м 2,3 460 000 руб.,104 532 руб./м2,12 эт. из 18,"Октябрьский р-н, Норильская, 50
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,33.1,12,18,new,finished,40232.558139534885
1451,1-комн.,"Октябрьский р-н, Норильская, 50",34.10 м 2,3 460 000 руб.,101 466 руб./м2,6 эт. из 18,"Октябрьский р-н, Норильская, 50
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,34.1,6,18,new,finished,40232.558139534885
1452,2-комн.,"Кировский р-н, Щорса, 4",45.10 м 2,4 000 000 руб.,88 692 руб./м2,4 эт. из 5,"Кировский р-н, Щорса, 4
Планировка: хрущевка
Готовое",2_room_ap,Kirovsky,45.1,4,5,khrushchevka,finished,46511.62790697674
1453,2-комн.,"Кировский р-н, Красноярский Рабочий, 104а",44.50 м 2,3 990 000 руб.,89 663 руб./м2,5 эт. из 5,"Кировский р-н, Красноярский Рабочий, 104а
Планировка: хрущевка
Готовое",2_room_ap,Kirovsky,44.5,5,5,khrushchevka,finished,46395.348837209305
1454,1-комн.,"Октябрьский р-н, Дачная, 30а",36.20 м 2,3 990 000 руб.,110 221 руб./м2,7 эт. из 10,"Октябрьский р-н, Дачная, 30а
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,36.2,7,10,new,finished,46395.348837209305
1455,3-комн.,"Свердловский р-н, Свердловская, 57",57.00 м 2,4 200 000 руб.,73 684 руб./м2,2 эт. из 5,"Свердловский р-н, Свердловская, 57
Планировка: хрущевка
Готовое",3_room_ap,Sverdlovsky,57.0,2,5,khrushchevka,finished,48837.20930232558
1456,1-комн.,"Октябрьский р-н, Калинина, 175а",31.00 м 2,2 840 000 руб.,91 613 руб./м2,17 эт. из 25,"Октябрьский р-н, Калинина, 175а
Планировка: студия
Готовое",1_room_ap,Oktyabrskiy,31.0,17,25,studio,finished,33023.25581395349
1458,1-комн.,"Октябрьский р-н, Калинина, 175а",38.50 м 2,3 990 000 руб.,103 636 руб./м2,11 эт. из 25,"Октябрьский р-н, Калинина, 175а
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,38.5,11,25,new,finished,46395.348837209305
1459,2-комн.,"Октябрьский р-н, Калинина, 175а",58.67 м 2,4 770 000 руб.,81 302 руб./м2,20 эт. из 25,"Октябрьский р-н, Калинина, 175а
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,58.67,20,25,new,finished,55465.11627906977
1460,1-комн.,"Октябрьский р-н, Дачная, 35",41.30 м 2,4 800 000 руб.,116 223 руб./м2,4 эт. из 17,"Октябрьский р-н, Дачная, 35
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,41.3,4,17,new,finished,55813.95348837209
1461,1-комн.,"Ленинский р-н, Машиностроителей, 35",20.20 м 2,2 100 000 руб.,103 960 руб./м2,4 эт. из 19,"Ленинский р-н, Машиностроителей, 35
Планировка: студия
Готовое",1_room_ap,Leninsky,20.2,4,19,studio,finished,24418.60465116279
1462,2-комн.,"Советский р-н, Алексеева, 12",52.00 м 2,6 100 000 руб.,117 308 руб./м2,13 эт. из 18,"Советский р-н, Алексеева, 12
Планировка: новая
Готовое",2_room_ap,Sovietskiy,52.0,13,18,new,finished,70930.23255813954
1463,3-комн.,"Свердловский р-н, Карамзина, 14а",68.80 м 2,8 650 000 руб.,125 727 руб./м2,4 эт. из 5,"Свердловский р-н, Карамзина, 14а
Планировка: новая
Готовое",3_room_ap,Sverdlovsky,68.8,4,5,new,finished,100581.3953488372
1464,1-комн.,"Октябрьский р-н, Норильская, 5",44.00 м 2,4 500 000 руб.,102 273 руб./м2,16 эт. из 17,"Октябрьский р-н, Норильская, 5
Планировка: новая
Готовое",1_room_ap,Oktyabrskiy,44.0,16,17,new,finished,52325.58139534884
1465,4-комн.,"Кировский р-н, Коммунальная, 18",58.70 м 2,5 050 000 руб.,86 031 руб./м2,3 эт. из 5,"Кировский р-н, Коммунальная, 18
Планировка: улучшенная
Готовое",4_room_ap,Kirovsky,58.7,3,5,improved,finished,58720.93023255814
1466,1-комн.,"Советский р-н, Шахтеров, 8",39.50 м 2,4 840 000 руб.,122 532 руб./м2,6 эт. из 10,"Советский р-н, Шахтеров, 8
Планировка: новая
Готовое",1_room_ap,Sovietskiy,39.5,6,10,new,finished,56279.06976744186
1467,2-комн.,"Советский р-н, 60 лет Образования СССР, 3к",63.17 м 2,5 369 450 руб.,85 000 руб./м2,12 эт. из 17,"Советский р-н, 60 лет Образования СССР, 3к
Планировка: новая
Готовое",2_room_ap,Sovietskiy,63.17,12,17,new,finished,62435.46511627907
1468,2-комн.,"Советский р-н, 60 лет Образования СССР, 3к",55.11 м 2,4 684 350 руб.,85 000 руб./м2,13 эт. из 17,"Советский р-н, 60 лет Образования СССР, 3к
Планировка: новая
Готовое",2_room_ap,Sovietskiy,55.11,13,17,new,finished,54469.186046511626
1469,2-комн.,"Советский р-н, Партизана Железняка, 4",49.50 м 2,6 930 000 руб.,140 000 руб./м2,7 эт. из 25,"Советский р-н, Партизана Железняка, 4
Планировка: новая
Готовое",2_room_ap,Sovietskiy,49.5,7,25,new,finished,80581.3953488372
1470,2-комн.,"Октябрьский р-н, Телевизорный, 1",54.02 м 2,6 212 000 руб.,114 994 руб./м2,6 эт. из 14,"Октябрьский р-н, Телевизорный, 1
Планировка: новая
Строится",2_room_ap,Oktyabrskiy,54.02,6,14,new,under_construction,72232.55813953489
1471,1-комн.,"Советский р-н, Урванцева, 5",31.80 м 2,4 150 000 руб.,130 503 руб./м2,3 эт. из 9,"Советский р-н, Урванцева, 5
Планировка: новая
Готовое",1_room_ap,Sovietskiy,31.8,3,9,new,finished,48255.813953488374
1472,1-комн.,"Советский р-н, Светлогорская, 29",48.70 м 2,5 760 000 руб.,118 275 руб./м2,10 эт. из 10,"Советский р-н, Светлогорская, 29
Планировка: новая
Готовое",1_room_ap,Sovietskiy,48.7,10,10,new,finished,66976.74418604652
1473,3-комн.,"Советский р-н, Взлетная, 2",66.80 м 2,6 150 000 руб.,92 066 руб./м2,10 эт. из 10,"Советский р-н, Взлетная, 2
Планировка: новая
Готовое",3_room_ap,Sovietskiy,66.8,10,10,new,finished,71511.62790697675
1474,2-комн.,"Октябрьский р-н, Ладо Кецховели, 57",55.30 м 2,5 980 000 руб.,108 137 руб./м2,5 эт. из 16,"Октябрьский р-н, Ладо Кецховели, 57
Планировка: новая
Готовое",2_room_ap,Oktyabrskiy,55.3,5,16,new,finished,69534.88372093023
1475,2-комн.,"Советский р-н, 78 Добровольческой Бригады, 5",54.00 м 2,6 820 000 руб.,126 296 руб./м2,6 эт. из 10,"Советский р-н, 78 Добровольческой Бригады, 5
Планировка: новая
Готовое",2_room_ap,Sovietskiy,54.0,6,10,new,finished,79302.32558139534
1476,1-комн.,"Октябрьский р-н, Вильского, 28",21.00 м 2,2 850 000 руб.,135 714 руб./м2,8 эт. из 16,"Октябрьский р-н, Вильского, 28
Планировка: студия
Готовое",1_room_ap,Oktyabrskiy,21.0,8,16,studio,finished,33139.53488372093
1478,2-комн.,"Центральный р-н, Мира, 101",58.50 м 2,7 200 000 руб.,123 077 руб./м2,4 эт. из 5,"Центральный р-н, Мира, 101
Планировка: сталинка
Готовое",2_room_ap,Central,58.5,4,5,stalinka,finished,83720.93023255814
1479,1-комн.,"Советский р-н, Аэровокзальная, 2ж",31.20 м 2,3 500 000 руб.,112 179 руб./м2,3 эт. из 4,"Советский р-н, Аэровокзальная, 2ж
Планировка: хрущевка
Готовое",1_room_ap,Sovietskiy,31.2,3,4,khrushchevka,finished,40697.67441860465
1480,2-комн.,"Советский р-н, Авиаторов, 3",60.04 м 2,7 625 000 руб.,126 999 руб./м2,6 эт. из 21,"Советский р-н, Авиаторов, 3
Планировка: новая
Строится",2_room_ap,Sovietskiy,60.04,6,21,new,under_construction,88662.79069767441
1481,4-комн.,"Свердловский р-н, Александра Матросова, 2",115.77 м 2,12 272 000 руб.,106 003 руб./м2,4 эт. из 10,"Свердловский р-н, Александра Матросова, 2
Планировка: новая
Строится",4_room_ap,Sverdlovsky,115.77,4,10,new,under_construction,142697.67441860464
1482,3-комн.,"Свердловский р-н, Александра Матросова, 1",74.01 м 2,7 845 000 руб.,105 999 руб./м2,9 эт. из 10,"Свердловский р-н, Александра Матросова, 1
Планировка: новая
Строится",3_room_ap,Sverdlovsky,74.01,9,10,new,under_construction,91220.93023255814
1483,2-комн.,"Свердловский р-н, Александра Матросова, 1",54.95 м 2,5 825 000 руб.,106 005 руб./м2,5 эт. из 10,"Свердловский р-н, Александра Матросова, 1
Планировка: новая
Строится",2_room_ap,Sverdlovsky,54.95,5,10,new,under_construction,67732.55813953489
1484,1-комн.,"Свердловский р-н, Александра Матросова, 1",36.62 м 2,3 882 000 руб.,106 008 руб./м2,5 эт. из 20,"Свердловский р-н, Александра Матросова, 1
Планировка: новая
Строится",1_room_ap,Sverdlovsky,36.62,5,20,new,under_construction,45139.53488372093
1485,Секцио.,"Ленинский р-н, 52-й квартал, 10",22.00 м 2,1 100 000 руб.,50 000 руб./м2,5 эт. из 5,"Ленинский р-н, 52-й квартал, 10
Планировка: секционка
Готовое",sectional_ap,Leninsky,22.0,5,5,section,finished,12790.697674418605
1486,Комнат.,"Советский р-н, 7-я Полярная, 6",12.60 м 2,835 000 руб.,66 270 руб./м2,6 эт. из 9,"Советский р-н, 7-я Полярная, 6
Планировка: комната в общежитии
Готовое",room,Sovietskiy,12.6,6,9,dorm_room,finished,9709.302325581395
1487,3-комн.,"Советский р-н, Партизана Железняка, 48е",78.40 м 2,10 600 000 руб.,135 204 руб./м2,8 эт. из 17,"Советский р-н, Партизана Железняка, 48е
Планировка: новая
Готовое",3_room_ap,Sovietskiy,78.4,8,17,new,finished,123255.81395348837
1488,3-комн.,"Центральный р-н, Белинского, 1",85.50 м 2,11 500 000 руб.,134 503 руб./м2,3 эт. из 16,"Центральный р-н, Белинского, 1
Планировка: 2х-уровневая
Готовое",3_room_ap,Central,85.5,3,16,2-level,finished,133720.93023255814
1489,4-комн.,"Советский р-н, Воронова, 29",78.00 м 2,5 700 000 руб.,73 077 руб./м2,1 эт. из 9,"Советский р-н, Воронова, 29
Планировка: новая
Готовое",4_room_ap,Sovietskiy,78.0,1,9,new,finished,66279.06976744186
1490,1-комн.,"Советский р-н, Петра Ломако, 1",43.80 м 2,6 000 000 руб.,136 986 руб./м2,4 эт. из 9,"Советский р-н, Петра Ломако, 1
Планировка: индивидуальная
Готовое",1_room_ap,Sovietskiy,43.8,4,9,individual,finished,69767.44186046511
1491,2-комн.,"Советский р-н, Батурина, 5д",56.70 м 2,5 900 000 руб.,104 056 руб./м2,10 эт. из 10,"Советский р-н, Батурина, 5д
Планировка: новая
Готовое",2_room_ap,Sovietskiy,56.7,10,10,new,finished,68604.6511627907
1492,3-комн.,"Октябрьский р-н, Вербная, 1",84.90 м 2,8 500 000 руб.,100 118 руб./м2,15 эт. из 17,"Октябрьский р-н, Вербная, 1
Планировка: новая
Строится",3_room_ap,Oktyabrskiy,84.9,15,17,new,under_construction,98837.20930232559
1493,3-комн.,"Октябрьский р-н, Телевизорный, 1",81.57 м 2,8 564 000 руб.,104 990 руб./м2,10 эт. из 14,"Октябрьский р-н, Телевизорный, 1
Планировка: новая
Строится",3_room_ap,Oktyabrskiy,81.57,10,14,new,under_construction,99581.3953488372
1494,3-комн.,"Октябрьский р-н, Телевизорный, 1",82.49 м 2,8 166 000 руб.,98 994 руб./м2,11 эт. из 14,"Октябрьский р-н, Телевизорный, 1
Планировка: новая
Строится",3_room_ap,Oktyabrskiy,82.49,11,14,new,under_construction,94953.48837209302
1495,4-комн.,"Октябрьский р-н, Телевизорный, 1",90.21 м 2,9 562 000 руб.,105 997 руб./м2,11 эт. из 14,"Октябрьский р-н, Телевизорный, 1
Планировка: новая
Строится",4_room_ap,Oktyabrskiy,90.21,11,14,new,under_construction,111186.04651162791
1496,2-комн.,"Октябрьский р-н, Вербная, 1",53.00 м 2,5 360 000 руб.,101 132 руб./м2,8 эт. из 17,"Октябрьский р-н, Вербная, 1
Планировка: новая
Строится",2_room_ap,Oktyabrskiy,53.0,8,17,new,under_construction,62325.58139534884
1497,1-комн.,"Октябрьский р-н, Норильская, 52",28.00 м 2,2 500 000 руб.,89 286 руб./м2,1 эт. из 16,"Октябрьский р-н, Норильская, 52
Планировка: студия
Готовое",1_room_ap,Oktyabrskiy,28.0,1,16,studio,finished,29069.767441860466
